Time, Ambient, Target, Weight
1599, 37.87, 46.53, 1099298.00
1600, 37.85, 46.45, 1099247.00
1601, 37.83, 46.41, 1099303.00
1602, 37.83, 46.39, 1099239.00
1603, 37.83, 46.51, 1099248.00
1604, 37.83, 46.59, 1099214.00
1604, 37.81, 46.59, 1099234.00
1605, 37.85, 46.71, 1099302.00
1606, 37.81, 46.35, 1099269.00
1607, 37.81, 46.37, 1099379.00
1608, 37.83, 46.47, 1099365.00
1609, 37.79, 46.47, 1099259.00
1609, 37.79, 46.45, 1099308.00
1610, 37.79, 46.45, 1099262.00
1611, 37.81, 46.49, 1099282.00
1612, 37.77, 46.37, 1099370.00
1613, 37.77, 46.19, 1099307.00
1614, 37.77, 46.31, 1099312.00
1614, 37.79, 46.45, 1099300.00
1615, 37.77, 46.35, 1099371.00
1616, 37.73, 46.05, 1099281.00
1617, 37.69, 46.29, 1099378.00
1618, 37.73, 46.37, 1099349.00
1619, 37.75, 46.35, 1099161.00
1619, 37.75, 46.45, 1099229.00
1620, 37.73, 46.35, 1099226.00
1621, 37.73, 46.25, 1099233.00
1622, 37.73, 46.23, 1099160.00
1623, 37.73, 46.37, 1099299.00
1624, 37.73, 46.29, 1099078.00
1624, 37.75, 46.35, 1099245.00
1625, 37.73, 46.23, 1099178.00
1626, 37.73, 46.19, 1099123.00
1627, 37.69, 46.03, 1099185.00
1628, 37.69, 45.85, 1099195.00
1629, 37.65, 45.85, 1099064.00
1629, 37.67, 45.95, 1099192.00
1630, 37.63, 45.95, 1099097.00
1631, 37.67, 46.01, 1099007.00
1632, 37.63, 45.91, 1099083.00
1633, 37.63, 45.83, 1099169.00
1634, 37.61, 45.93, 1099134.00
1634, 37.61, 46.15, 1099077.00
1635, 37.63, 45.95, 1099118.00
1636, 37.61, 45.93, 1099138.00
1637, 37.63, 45.91, 1099138.00
1638, 37.57, 45.85, 1099201.00
1639, 37.61, 45.83, 1099207.00
1639, 37.57, 45.69, 1099109.00
1640, 37.59, 45.67, 1099173.00
1641, 37.57, 45.73, 1099183.00
1642, 37.57, 45.91, 1099232.00
1643, 37.57, 46.07, 1099175.00
1644, 37.59, 45.97, 1099108.00
1644, 37.57, 45.75, 1099178.00
1645, 37.57, 45.79, 1099156.00
1646, 37.55, 45.97, 1099203.00
1647, 37.57, 46.01, 1099181.00
1648, 37.57, 45.81, 1099196.00
1649, 37.55, 45.73, 1099207.00
1650, 37.57, 45.73, 1099185.00
1650, 37.55, 45.69, 1099223.00
1651, 37.55, 45.89, 1099123.00
1652, 37.53, 45.57, 1099248.00
1653, 37.53, 45.51, 1099254.00
1654, 37.53, 45.57, 1099218.00
1655, 37.51, 45.53, 1099097.00
1655, 37.55, 45.59, 1099096.00
1656, 37.47, 45.63, 1099188.00
1657, 37.51, 45.79, 1099123.00
1658, 37.45, 45.51, 1099166.00
1659, 37.51, 45.51, 1099190.00
1660, 37.51, 45.49, 1099156.00
1660, 37.51, 45.59, 1099217.00
1661, 37.47, 45.51, 1099166.00
1662, 37.47, 45.67, 1099166.00
1663, 37.51, 45.75, 1099178.00
1664, 37.53, 45.75, 1099147.00
1665, 37.47, 45.47, 1099128.00
1665, 37.47, 45.27, 1099054.00
1666, 37.47, 45.25, 1099121.00
1667, 37.43, 45.35, 1099111.00
1668, 37.45, 45.51, 1099096.00
1669, 37.43, 45.49, 1099131.00
1670, 37.43, 45.31, 1099037.00
1670, 37.43, 45.35, 1099147.00
1671, 37.43, 45.07, 1099074.00
1672, 37.39, 45.15, 1098997.00
1673, 37.37, 45.31, 1099010.00
1674, 37.37, 45.45, 1098971.00
1675, 37.41, 45.41, 1098966.00
1675, 37.39, 45.17, 1098936.00
1676, 37.37, 44.97, 1098952.00
1677, 37.35, 45.03, 1098849.00
1678, 37.35, 45.39, 1098983.00
1679, 37.33, 45.25, 1098928.00
1680, 37.33, 45.13, 1098906.00
1680, 37.31, 45.07, 1099075.00
1681, 37.29, 44.99, 1099025.00
1682, 37.29, 45.03, 1099033.00
1683, 37.31, 45.19, 1099079.00
1684, 37.31, 45.09, 1099052.00
1685, 37.25, 44.97, 1099053.00
1685, 37.29, 45.09, 1099031.00
1686, 37.25, 45.03, 1099048.00
1687, 37.31, 45.25, 1099096.00
1688, 37.29, 44.97, 1099032.00
1689, 37.25, 44.81, 1099062.00
1690, 37.23, 45.05, 1099010.00
1690, 37.23, 45.27, 1098972.00
1691, 37.25, 45.15, 1099113.00
1692, 37.23, 44.77, 1099051.00
1693, 37.21, 44.99, 1098932.00
1694, 37.23, 45.03, 1099126.00
1695, 37.23, 45.19, 1099085.00
1695, 37.21, 45.05, 1099131.00
1696, 37.21, 45.05, 1099157.00
1697, 37.21, 44.99, 1099156.00
1698, 37.23, 44.67, 1099064.00
1699, 37.19, 44.29, 1099111.00
1700, 37.15, 44.33, 1099141.00
1701, 37.17, 44.71, 1099106.00
1701, 37.15, 44.77, 1099141.00
1702, 37.13, 44.73, 1099050.00
1703, 37.13, 44.99, 1099098.00
1704, 37.13, 44.99, 1099023.00
1705, 37.15, 44.81, 1099051.00
1706, 37.13, 44.85, 1098988.00
1706, 37.13, 44.91, 1098924.00
1707, 37.13, 44.51, 1098827.00
1708, 37.09, 44.45, 1098971.00
1709, 37.11, 44.61, 1098848.00
1710, 37.07, 44.85, 1099074.00
1711, 37.11, 44.99, 1098938.00
1711, 37.09, 44.99, 1098821.00
1712, 37.11, 44.87, 1099011.00
1713, 37.07, 44.67, 1098935.00
1714, 37.07, 44.43, 1099016.00
1715, 37.01, 44.23, 1099148.00
1716, 36.99, 44.23, 1099279.00
1716, 37.01, 44.39, 1099316.00
1717, 36.97, 44.21, 1099282.00
1718, 36.95, 44.45, 1099358.00
1719, 36.93, 44.71, 1099183.00
1720, 36.95, 44.73, 1099204.00
1721, 36.95, 44.35, 1099181.00
1721, 36.93, 44.15, 1099177.00
1722, 36.95, 44.11, 1099058.00
1723, 36.91, 44.19, 1098944.00
1724, 36.91, 44.31, 1099089.00
1725, 36.89, 44.31, 1098967.00
1726, 36.87, 44.43, 1099036.00
1726, 36.85, 44.39, 1099075.00
1727, 36.87, 44.41, 1099028.00
1728, 36.85, 44.33, 1099011.00
1729, 36.87, 44.35, 1098988.00
1730, 36.87, 44.35, 1098973.00
1731, 36.87, 44.45, 1098948.00
1731, 36.81, 44.35, 1098988.00
1732, 36.89, 44.33, 1098954.00
1733, 36.81, 44.35, 1099028.00
1734, 36.87, 44.31, 1099093.00
1735, 36.85, 44.33, 1099064.00
1736, 36.81, 44.13, 1099067.00
1736, 36.85, 44.11, 1098930.00
1737, 36.79, 44.03, 1099077.00
1738, 36.85, 44.13, 1099072.00
1739, 36.79, 44.23, 1099024.00
1740, 36.77, 44.33, 1098974.00
1741, 36.79, 44.23, 1098941.00
1741, 36.77, 43.99, 1099098.00
1742, 36.77, 44.21, 1099185.00
1743, 36.79, 44.21, 1098999.00
1744, 36.77, 44.23, 1099006.00
1745, 36.77, 44.07, 1098992.00
1746, 36.79, 43.99, 1099065.00
1746, 36.79, 44.09, 1099085.00
1747, 36.77, 44.19, 1099021.00
1748, 36.75, 44.25, 1099029.00
1749, 36.75, 44.15, 1099014.00
1750, 36.77, 44.21, 1099005.00
1751, 36.77, 44.11, 1099029.00
1752, 36.79, 43.89, 1099079.00
1752, 36.75, 43.79, 1099138.00
1753, 36.71, 43.87, 1099006.00
1754, 36.73, 44.01, 1099078.00
1755, 36.73, 43.73, 1099042.00
1756, 36.71, 43.53, 1099021.00
1757, 36.69, 43.73, 1099041.00
1757, 36.67, 43.99, 1099007.00
1758, 36.67, 43.97, 1098971.00
1759, 36.67, 43.81, 1098951.00
1760, 36.65, 43.81, 1098991.00
1761, 36.65, 43.87, 1098953.00
1762, 36.63, 43.87, 1099012.00
1762, 36.67, 44.01, 1098968.00
1763, 36.65, 43.79, 1098981.00
1764, 36.67, 43.83, 1099022.00
1765, 36.67, 43.83, 1098956.00
1766, 36.67, 43.97, 1098918.00
1767, 36.67, 43.97, 1099023.00
1767, 36.65, 43.77, 1098892.00
1768, 36.67, 43.97, 1099097.00
1769, 36.63, 43.93, 1099117.00
1770, 36.65, 43.69, 1098993.00
1771, 36.59, 43.53, 1098894.00
1772, 36.59, 43.61, 1098894.00
1772, 36.63, 43.61, 1098880.00
1773, 36.57, 43.59, 1098882.00
1774, 36.59, 43.63, 1098967.00
1775, 36.59, 43.59, 1099007.00
1776, 36.55, 43.51, 1099074.00
1777, 36.59, 43.53, 1098895.00
1777, 36.57, 43.67, 1098985.00
1778, 36.55, 43.89, 1098948.00
1779, 36.57, 44.01, 1099014.00
1780, 36.59, 43.89, 1098910.00
1781, 36.59, 43.91, 1099034.00
1782, 36.57, 43.43, 1098963.00
1782, 36.57, 43.41, 1098883.00
1783, 36.55, 43.57, 1098913.00
1784, 36.53, 43.59, 1098905.00
1785, 36.55, 43.41, 1098987.00
1786, 36.53, 43.31, 1098941.00
1787, 36.51, 43.69, 1099053.00
1787, 36.55, 43.67, 1099018.00
1788, 36.53, 43.57, 1098964.00
1789, 36.51, 43.09, 1099037.00
1790, 36.49, 43.27, 1099022.00
1791, 36.49, 43.33, 1098953.00
1792, 36.49, 43.39, 1098969.00
1792, 36.49, 43.31, 1098975.00
1793, 36.45, 43.11, 1098977.00
1794, 36.47, 43.09, 1099013.00
1795, 36.45, 43.11, 1098989.00
1796, 36.45, 43.23, 1098847.00
1797, 36.43, 43.23, 1098999.00
1797, 36.41, 43.27, 1098842.00
1798, 36.41, 43.53, 1098896.00
1799, 36.43, 43.49, 1099073.00
1800, 36.45, 43.37, 1099078.00
1801, 36.43, 43.13, 1098947.00
1802, 36.35, 43.11, 1098889.00
1802, 36.37, 43.11, 1099016.00
1803, 36.37, 43.13, 1099064.00
1804, 36.37, 43.27, 1098926.00
1805, 36.41, 43.21, 1098995.00
1806, 36.41, 43.11, 1099074.00
1807, 36.35, 43.13, 1099027.00
1808, 36.37, 43.27, 1099040.00
1808, 36.35, 43.29, 1099051.00
1809, 36.37, 43.21, 1099050.00
1810, 36.41, 43.31, 1099000.00
1811, 36.35, 43.27, 1098868.00
1812, 36.37, 43.11, 1098993.00
1813, 36.33, 43.07, 1098903.00
1813, 36.35, 43.01, 1098932.00
1814, 36.35, 42.99, 1098969.00
1815, 36.31, 43.07, 1098990.00
1816, 36.31, 43.03, 1098976.00
1817, 36.31, 43.01, 1098886.00
1818, 36.31, 42.91, 1099053.00
1818, 36.31, 42.89, 1098886.00
1819, 36.29, 42.97, 1098977.00
1820, 36.27, 42.87, 1098946.00
1821, 36.25, 42.93, 1098961.00
1822, 36.25, 42.99, 1099033.00
1823, 36.27, 43.01, 1098955.00
1823, 36.27, 43.01, 1099006.00
1824, 36.27, 43.03, 1098987.00
1825, 36.25, 42.91, 1098965.00
1826, 36.27, 42.99, 1099023.00
1827, 36.25, 42.83, 1098962.00
1828, 36.23, 42.81, 1098987.00
1828, 36.23, 42.83, 1098946.00
1829, 36.23, 42.87, 1098996.00
1830, 36.21, 42.99, 1098876.00
1831, 36.23, 42.87, 1099014.00
1832, 36.23, 42.83, 1098906.00
1833, 36.21, 42.87, 1098937.00
1833, 36.21, 42.83, 1098976.00
1834, 36.23, 42.97, 1098980.00
1835, 36.21, 42.93, 1099035.00
1836, 36.21, 42.93, 1098971.00
1837, 36.19, 42.87, 1099013.00
1838, 36.21, 43.01, 1099022.00
1838, 36.21, 43.09, 1099067.00
1839, 36.23, 42.91, 1098991.00
1840, 36.21, 42.83, 1099060.00
1841, 36.19, 42.93, 1099074.00
1842, 36.21, 42.99, 1098926.00
1843, 36.23, 42.97, 1099016.00
1843, 36.21, 42.83, 1098926.00
1844, 36.21, 42.79, 1098985.00
1845, 36.23, 42.79, 1098978.00
1846, 36.19, 42.77, 1099020.00
1847, 36.21, 42.81, 1098909.00
1848, 36.19, 42.77, 1099011.00
1848, 36.19, 42.69, 1098868.00
1849, 36.19, 42.63, 1098945.00
1850, 36.15, 42.67, 1099079.00
1851, 36.15, 42.57, 1098939.00
1852, 36.13, 42.49, 1098987.00
1853, 36.13, 42.57, 1098902.00
1853, 36.13, 42.61, 1098921.00
1854, 36.09, 42.49, 1098909.00
1855, 36.11, 42.67, 1098966.00
1856, 36.13, 42.59, 1098908.00
1857, 36.11, 42.45, 1098973.00
1858, 36.13, 42.51, 1098969.00
1859, 36.11, 42.49, 1098956.00
1859, 36.09, 42.45, 1098950.00
1860, 36.11, 42.63, 1098966.00
1861, 36.09, 42.61, 1098976.00
1862, 36.09, 42.57, 1098948.00
1863, 36.09, 42.57, 1099050.00
1864, 36.07, 42.51, 1098986.00
1864, 36.07, 42.39, 1099035.00
1865, 36.07, 42.49, 1098889.00
1866, 36.03, 42.35, 1098967.00
1867, 36.03, 42.33, 1098959.00
1868, 36.03, 42.39, 1099074.00
1869, 36.03, 42.41, 1098969.00
1869, 36.05, 42.39, 1098964.00
1870, 36.05, 42.39, 1098860.00
1871, 36.01, 42.35, 1098918.00
1872, 36.03, 42.21, 1098939.00
1873, 35.97, 42.19, 1098900.00
1874, 36.01, 42.23, 1099027.00
1874, 36.01, 42.31, 1099073.00
1875, 35.99, 42.25, 1098950.00
1876, 35.97, 42.21, 1099023.00
1877, 35.99, 42.21, 1099001.00
1878, 35.99, 42.19, 1099053.00
1879, 36.01, 42.21, 1098959.00
1879, 35.97, 42.15, 1098981.00
1880, 35.93, 42.11, 1099007.00
1881, 35.91, 42.11, 1098995.00
1882, 35.93, 42.13, 1099035.00
1883, 35.91, 42.09, 1098973.00
1884, 35.89, 42.13, 1098961.00
1884, 35.91, 42.15, 1099065.00
1885, 35.89, 42.15, 1098948.00
1886, 35.89, 42.09, 1099036.00
1887, 35.89, 42.05, 1099012.00
1888, 35.89, 42.05, 1099064.00
1889, 35.89, 42.11, 1099015.00
1889, 35.85, 42.05, 1098977.00
1890, 35.87, 42.09, 1098594.00
1891, 35.83, 42.09, 1098715.00
1892, 35.89, 42.23, 1098640.00
1893, 35.85, 42.09, 1098715.00
1894, 35.85, 42.03, 1098561.00
1894, 35.85, 41.95, 1098784.00
1895, 35.85, 41.93, 1098614.00
1896, 35.83, 42.01, 1098617.00
1897, 35.81, 41.95, 1098547.00
1898, 35.81, 42.03, 1098585.00
1899, 35.83, 41.95, 1098523.00
1899, 35.79, 41.85, 1098496.00
1900, 35.79, 41.87, 1098541.00
1901, 35.81, 41.91, 1098539.00
1902, 35.79, 41.95, 1098565.00
1903, 35.77, 41.87, 1098478.00
1904, 35.79, 41.87, 1098544.00
1904, 35.77, 41.83, 1098475.00
1905, 35.77, 41.85, 1098569.00
1906, 35.77, 41.83, 1098476.00
1907, 35.71, 41.83, 1098480.00
1908, 35.75, 41.75, 1098490.00
1909, 35.75, 41.75, 1098454.00
1910, 35.69, 41.75, 1098442.00
1910, 35.71, 41.81, 1098426.00
1911, 35.69, 41.83, 1098409.00
1912, 35.69, 41.75, 1098401.00
1913, 35.69, 41.67, 1098376.00
1914, 35.69, 41.63, 1098505.00
1915, 35.67, 41.75, 1098406.00
1915, 35.67, 41.67, 1098348.00
1916, 35.69, 41.77, 1098426.00
1917, 35.65, 41.87, 1098374.00
1918, 35.67, 41.81, 1098389.00
1919, 35.65, 41.71, 1098415.00
1920, 35.65, 41.65, 1098269.00
1920, 35.67, 41.63, 1098214.00
1921, 35.65, 41.59, 1098359.00
1922, 35.63, 41.63, 1098265.00
1923, 35.63, 41.59, 1098196.00
1924, 35.61, 41.49, 1098123.00
1925, 35.61, 41.49, 1098125.00
1925, 35.61, 41.59, 1098250.00
1926, 35.59, 41.55, 1098183.00
1927, 35.61, 41.45, 1098246.00
1928, 35.61, 41.53, 1098247.00
1929, 35.59, 41.57, 1098319.00
1930, 35.57, 41.55, 1098276.00
1930, 35.59, 41.67, 1098264.00
1931, 35.55, 41.55, 1098268.00
1932, 35.61, 41.53, 1098214.00
1933, 35.55, 41.67, 1098292.00
1934, 35.57, 41.65, 1098239.00
1935, 35.55, 41.53, 1098255.00
1935, 35.55, 41.55, 1098305.00
1936, 35.55, 41.49, 1098431.00
1937, 35.55, 41.49, 1098342.00
1938, 35.53, 41.59, 1098338.00
1939, 35.49, 41.39, 1098297.00
1940, 35.55, 41.35, 1098264.00
1940, 35.55, 41.27, 1098364.00
1941, 35.53, 41.65, 1098276.00
1942, 35.49, 41.57, 1098343.00
1943, 35.49, 41.43, 1098298.00
1944, 35.49, 41.45, 1098314.00
1945, 35.49, 41.35, 1098292.00
1945, 35.53, 41.45, 1098251.00
1946, 35.47, 41.31, 1098299.00
1947, 35.47, 41.39, 1098263.00
1948, 35.49, 41.43, 1098331.00
1949, 35.47, 41.49, 1098250.00
1950, 35.47, 41.63, 1098312.00
1950, 35.49, 41.63, 1098337.00
1951, 35.49, 41.49, 1098301.00
1952, 35.53, 41.25, 1098290.00
1953, 35.49, 41.25, 1098194.00
1954, 35.45, 41.15, 1098284.00
1955, 35.45, 41.15, 1098376.00
1955, 35.45, 41.15, 1098255.00
1956, 35.45, 41.25, 1098267.00
1957, 35.43, 41.11, 1098324.00
1958, 35.41, 41.17, 1098259.00
1959, 35.41, 41.11, 1098234.00
1960, 35.41, 41.09, 1098189.00
1961, 35.41, 41.09, 1098232.00
1961, 35.39, 41.09, 1098219.00
1962, 35.39, 41.07, 1098225.00
1963, 35.39, 41.03, 1098173.00
1964, 35.37, 41.03, 1098150.00
1965, 35.35, 41.17, 1098169.00
1966, 35.37, 41.17, 1098292.00
1966, 35.35, 41.07, 1098205.00
1967, 35.37, 41.07, 1098206.00
1968, 35.37, 41.09, 1098191.00
1969, 35.33, 41.03, 1098181.00
1970, 35.35, 41.07, 1098209.00
1971, 35.31, 41.03, 1098117.00
1971, 35.33, 41.03, 1098187.00
1972, 35.31, 41.01, 1098190.00
1973, 35.35, 40.99, 1098155.00
1974, 35.33, 41.01, 1098193.00
1975, 35.31, 40.99, 1098160.00
1976, 35.33, 41.03, 1098163.00
1976, 35.33, 41.15, 1098223.00
1977, 35.31, 41.03, 1098207.00
1978, 35.31, 40.99, 1098176.00
1979, 35.33, 41.07, 1098271.00
1980, 35.31, 40.97, 1098097.00
1981, 35.31, 41.09, 1098134.00
1981, 35.33, 41.01, 1098141.00
1982, 35.25, 40.91, 1098171.00
1983, 35.23, 40.75, 1098212.00
1984, 35.27, 40.81, 1098152.00
1985, 35.25, 40.85, 1098126.00
1986, 35.25, 40.81, 1098125.00
1986, 35.27, 40.83, 1098194.00
1987, 35.25, 40.79, 1098268.00
1988, 35.21, 40.81, 1098181.00
1989, 35.23, 40.75, 1098223.00
1990, 35.23, 40.79, 1098192.00
1991, 35.19, 40.79, 1098122.00
1991, 35.21, 40.89, 1098098.00
1992, 35.23, 40.85, 1098086.00
1993, 35.19, 40.89, 1098193.00
1994, 35.21, 40.79, 1098247.00
1995, 35.19, 40.79, 1098172.00
1996, 35.19, 40.71, 1098140.00
1996, 35.17, 40.83, 1098175.00
1997, 35.17, 40.85, 1098195.00
1998, 35.19, 40.85, 1098149.00
1999, 35.19, 40.67, 1098223.00
2000, 35.15, 40.71, 1098202.00
2001, 35.15, 40.71, 1098101.00
2001, 35.15, 40.67, 1098250.00
2002, 35.15, 40.73, 1098181.00
2003, 35.17, 40.75, 1098206.00
2004, 35.15, 40.71, 1098177.00
2005, 35.13, 40.63, 1098199.00
2006, 35.15, 40.71, 1098189.00
2006, 35.13, 40.61, 1098221.00
2007, 35.15, 40.73, 1098270.00
2008, 35.15, 40.71, 1098256.00
2009, 35.15, 40.71, 1098211.00
2010, 35.13, 40.71, 1098225.00
2011, 35.11, 40.75, 1098211.00
2011, 35.13, 40.81, 1098170.00
2012, 35.15, 40.67, 1098104.00
2013, 35.13, 40.61, 1098209.00
2014, 35.11, 40.63, 1098258.00
2015, 35.11, 40.67, 1098183.00
2016, 35.09, 40.65, 1098266.00
2017, 35.11, 40.53, 1098141.00
2017, 35.11, 40.53, 1098182.00
2018, 35.11, 40.51, 1098156.00
2019, 35.13, 40.43, 1098178.00
2020, 35.09, 40.43, 1098118.00
2021, 35.09, 40.43, 1098191.00
2022, 35.09, 40.45, 1098274.00
2022, 35.05, 40.47, 1098241.00
2023, 35.03, 40.37, 1098159.00
2024, 35.01, 40.37, 1098274.00
2025, 35.03, 40.37, 1098159.00
2026, 35.03, 40.29, 1098173.00
2027, 34.99, 40.31, 1098151.00
2027, 34.99, 40.31, 1098087.00
2028, 34.99, 40.31, 1098102.00
2029, 34.99, 40.29, 1098013.00
2030, 34.97, 40.21, 1098154.00
2031, 34.97, 40.29, 1097954.00
2032, 34.97, 40.37, 1098110.00
2032, 34.95, 40.25, 1098125.00
2033, 34.95, 40.25, 1098033.00
2034, 34.95, 40.27, 1097997.00
2035, 34.97, 40.43, 1098123.00
2036, 34.97, 40.31, 1098070.00
2037, 34.95, 40.27, 1098078.00
2037, 34.95, 40.35, 1097949.00
2038, 34.95, 40.45, 1098125.00
2039, 34.93, 40.53, 1098179.00
2040, 34.95, 40.43, 1098127.00
2041, 34.95, 40.37, 1098131.00
2042, 34.95, 40.27, 1098114.00
2042, 34.97, 40.31, 1098286.00
2043, 34.93, 40.29, 1098161.00
2044, 34.91, 40.21, 1098061.00
2045, 34.93, 40.31, 1098068.00
2046, 34.93, 40.21, 1098113.00
2047, 34.95, 40.21, 1098090.00
2047, 34.89, 40.21, 1098195.00
2048, 34.91, 40.17, 1098087.00
2049, 34.91, 40.13, 1098075.00
2050, 34.89, 40.07, 1098029.00
2051, 34.91, 40.11, 1098066.00
2052, 34.87, 40.11, 1098121.00
2052, 34.89, 40.17, 1098113.00
2053, 34.89, 40.21, 1098218.00
2054, 34.89, 40.13, 1098113.00
2055, 34.87, 40.11, 1098054.00
2056, 34.89, 40.09, 1098241.00
2057, 34.83, 39.99, 1098104.00
2057, 34.83, 40.03, 1098215.00
2058, 34.81, 40.03, 1098145.00
2059, 34.83, 40.19, 1098142.00
2060, 34.87, 40.39, 1098086.00
2061, 34.83, 40.31, 1098162.00
2062, 34.87, 40.11, 1098225.00
2062, 34.83, 40.03, 1098166.00
2063, 34.83, 40.01, 1098078.00
2064, 34.79, 39.99, 1098071.00
2065, 34.81, 39.93, 1098066.00
2066, 34.81, 39.93, 1098082.00
2067, 34.81, 39.95, 1097938.00
2068, 34.79, 39.93, 1098031.00
2068, 34.77, 39.91, 1097999.00
2069, 34.81, 39.91, 1098033.00
2070, 34.77, 39.93, 1097951.00
2071, 34.77, 39.91, 1098036.00
2072, 34.77, 40.01, 1098085.00
2073, 34.77, 39.99, 1098004.00
2073, 34.77, 39.95, 1098039.00
2074, 34.77, 39.93, 1097904.00
2075, 34.75, 39.83, 1098054.00
2076, 34.77, 39.95, 1097971.00
2077, 34.75, 40.03, 1098087.00
2078, 34.77, 39.95, 1097962.00
2078, 34.73, 39.91, 1098047.00
2079, 34.75, 39.91, 1098008.00
2080, 34.71, 39.77, 1098026.00
2081, 34.71, 39.83, 1098050.00
2082, 34.71, 39.83, 1098007.00
2083, 34.71, 39.85, 1097923.00
2083, 34.71, 39.91, 1098054.00
2084, 34.71, 39.89, 1098062.00
2085, 34.75, 39.81, 1098007.00
2086, 34.71, 39.75, 1098122.00
2087, 34.71, 39.77, 1098013.00
2088, 34.71, 39.83, 1098056.00
2088, 34.71, 39.89, 1098154.00
2089, 34.71, 39.83, 1098092.00
2090, 34.69, 39.75, 1098090.00
2091, 34.69, 39.75, 1098128.00
2092, 34.69, 39.83, 1098076.00
2093, 34.71, 39.73, 1098035.00
2093, 34.67, 39.73, 1098120.00
2094, 34.65, 39.73, 1097976.00
2095, 34.67, 39.59, 1097937.00
2096, 34.67, 39.65, 1098018.00
2097, 34.65, 39.63, 1098009.00
2098, 34.65, 39.57, 1098196.00
2098, 34.65, 39.51, 1098164.00
2099, 34.61, 39.55, 1098035.00
2100, 34.61, 39.55, 1098100.00
2101, 34.61, 39.59, 1098069.00
2102, 34.61, 39.63, 1098069.00
2103, 34.59, 39.57, 1098028.00
2103, 34.61, 39.63, 1098043.00
2104, 34.59, 39.47, 1098139.00
2105, 34.59, 39.55, 1098072.00
2106, 34.59, 39.71, 1098089.00
2107, 34.59, 39.85, 1098067.00
2108, 34.59, 39.75, 1097984.00
2108, 34.59, 39.65, 1098031.00
2109, 34.59, 39.65, 1098085.00
2110, 34.59, 39.63, 1097996.00
2111, 34.57, 39.59, 1097992.00
2112, 34.57, 39.55, 1097958.00
2113, 34.57, 39.55, 1097984.00
2113, 34.59, 39.47, 1098020.00
2114, 34.57, 39.39, 1098001.00
2115, 34.57, 39.39, 1097951.00
2116, 34.57, 39.41, 1098089.00
2117, 34.53, 39.39, 1097983.00
2118, 34.53, 39.37, 1098096.00
2119, 34.53, 39.39, 1098068.00
2119, 34.49, 39.37, 1097967.00
2120, 34.53, 39.37, 1098066.00
2121, 34.53, 39.55, 1097992.00
2122, 34.55, 39.57, 1098030.00
2123, 34.53, 39.63, 1098001.00
2124, 34.55, 39.59, 1098080.00
2124, 34.53, 39.41, 1098000.00
2125, 34.51, 39.37, 1098078.00
2126, 34.51, 39.37, 1098003.00
2127, 34.49, 39.21, 1098020.00
2128, 34.49, 39.27, 1098008.00
2129, 34.49, 39.27, 1098004.00
2129, 34.51, 39.27, 1097993.00
2130, 34.51, 39.23, 1097925.00
2131, 34.49, 39.31, 1098027.00
2132, 34.47, 39.23, 1097984.00
2133, 34.47, 39.23, 1098086.00
2134, 34.47, 39.33, 1097919.00
2134, 34.45, 39.21, 1098087.00
2135, 34.43, 39.31, 1098018.00
2136, 34.43, 39.29, 1098010.00
2137, 34.47, 39.47, 1098004.00
2138, 34.49, 39.59, 1097949.00
2139, 34.47, 39.45, 1097928.00
2139, 34.45, 39.19, 1098050.00
2140, 34.47, 39.23, 1098031.00
2141, 34.47, 39.21, 1097996.00
2142, 34.47, 39.15, 1098008.00
2143, 34.45, 39.21, 1097960.00
2144, 34.47, 39.19, 1098005.00
2144, 34.43, 39.19, 1097841.00
2145, 34.43, 39.19, 1098034.00
2146, 34.39, 39.19, 1097945.00
2147, 34.39, 39.19, 1097920.00
2148, 34.39, 39.19, 1097995.00
2149, 34.39, 39.15, 1097917.00
2149, 34.43, 39.03, 1098004.00
2150, 34.39, 39.03, 1097813.00
2151, 34.37, 39.13, 1097928.00
2152, 34.37, 39.15, 1098019.00
2153, 34.37, 39.15, 1097977.00
2154, 34.37, 39.01, 1097853.00
2154, 34.37, 39.03, 1097970.00
2155, 34.35, 39.03, 1097988.00
2156, 34.37, 39.03, 1097852.00
2157, 34.35, 39.05, 1097951.00
2158, 34.37, 39.09, 1097924.00
2159, 34.37, 39.11, 1097854.00
2159, 34.35, 39.11, 1097991.00
2160, 34.35, 39.09, 1097947.00
2161, 34.33, 39.13, 1098060.00
2162, 34.35, 39.09, 1098027.00
2163, 34.35, 39.05, 1097947.00
2164, 34.35, 39.09, 1097971.00
2164, 34.37, 39.09, 1097970.00
2165, 34.31, 38.95, 1097888.00
2166, 34.31, 39.03, 1097940.00
2167, 34.33, 39.09, 1097883.00
2168, 34.31, 38.95, 1097978.00
2169, 34.31, 39.01, 1097910.00
2170, 34.31, 39.01, 1097948.00
2170, 34.31, 39.05, 1098080.00
2171, 34.31, 39.03, 1097949.00
2172, 34.31, 39.03, 1097979.00
2173, 34.33, 39.05, 1098064.00
2174, 34.35, 39.13, 1098015.00
2175, 34.31, 39.03, 1098016.00
2175, 34.31, 39.19, 1098006.00
2176, 34.31, 38.97, 1098008.00
2177, 34.31, 38.89, 1097985.00
2178, 34.29, 38.81, 1097991.00
2179, 34.29, 38.77, 1097897.00
2180, 34.31, 38.85, 1098008.00
2180, 34.31, 38.93, 1097896.00
2181, 34.29, 38.89, 1097875.00
2182, 34.27, 38.81, 1098033.00
2183, 34.29, 38.89, 1097904.00
