Time, Ambient, Target, Weight
1015, 43.35, 72.03, 1100237.00
1016, 43.37, 72.09, 1100119.00
1017, 43.35, 71.97, 1100152.00
1017, 43.35, 71.97, 1100171.00
1018, 43.39, 72.03, 1100910.00
1019, 43.37, 71.57, 1095336.00
1020, 43.37, 71.27, 1097340.00
1021, 43.37, 71.23, 1096601.00
1022, 43.39, 71.41, 1097503.00
1023, 43.37, 71.21, 1100564.00
1023, 43.39, 70.95, 1100381.00
1024, 43.37, 70.85, 1100355.00
1025, 43.35, 70.89, 1100376.00
1026, 43.37, 70.65, 1100438.00
1027, 43.37, 70.53, 1100300.00
1028, 43.37, 70.59, 1100301.00
1028, 43.37, 70.77, 1100410.00
1029, 43.39, 70.65, 1100396.00
1030, 43.37, 70.63, 1100382.00
1031, 43.37, 70.49, 1100421.00
1032, 43.43, 70.73, 1100479.00
1033, 43.43, 70.51, 1100442.00
1033, 43.43, 70.45, 1100459.00
1034, 43.41, 69.09, 1100367.00
1035, 43.39, 69.13, 1100360.00
1036, 43.35, 69.09, 1100384.00
1037, 43.33, 69.29, 1100450.00
1038, 43.33, 69.61, 1100407.00
1038, 43.29, 68.63, 1100356.00
1039, 43.25, 69.33, 1100306.00
1040, 43.25, 69.23, 1100291.00
1041, 43.25, 69.67, 1100337.00
1042, 43.27, 69.71, 1100464.00
1043, 43.23, 69.59, 1100506.00
1043, 43.27, 69.59, 1100538.00
1044, 43.25, 69.41, 1100556.00
1045, 43.29, 69.41, 1100516.00
1046, 43.29, 69.41, 1100318.00
1047, 43.29, 69.17, 1100423.00
1048, 43.29, 69.23, 1100412.00
1048, 43.29, 68.89, 1100410.00
1049, 43.29, 68.57, 1100442.00
1050, 43.29, 68.63, 1100419.00
1051, 43.29, 68.53, 1100445.00
1052, 43.29, 68.83, 1100381.00
1053, 43.29, 68.95, 1100419.00
1053, 43.29, 69.03, 1100362.00
1054, 43.33, 68.89, 1100307.00
1055, 43.29, 68.69, 1100332.00
1056, 43.29, 68.39, 1100423.00
1057, 43.27, 68.23, 1100264.00
1058, 43.29, 68.45, 1100218.00
1058, 43.29, 68.33, 1100332.00
1059, 43.29, 68.21, 1100253.00
1060, 43.29, 68.13, 1100319.00
1061, 43.29, 68.29, 1100264.00
1062, 43.29, 68.55, 1100345.00
1063, 43.33, 68.43, 1100261.00
1063, 43.33, 67.73, 1100297.00
1064, 43.29, 67.51, 1100297.00
1065, 43.29, 67.67, 1100084.00
1066, 43.25, 66.87, 1100202.00
1067, 43.23, 67.53, 1100294.00
1068, 43.23, 67.61, 1100234.00
1068, 43.23, 67.51, 1100223.00
1069, 43.19, 67.37, 1100270.00
1070, 43.25, 67.07, 1100329.00
1071, 43.19, 66.93, 1100418.00
1072, 43.19, 67.11, 1100396.00
1073, 43.17, 67.29, 1100311.00
1074, 43.19, 67.41, 1100230.00
1074, 43.23, 66.75, 1100344.00
1075, 43.23, 66.35, 1100281.00
1076, 43.15, 66.29, 1100320.00
1077, 43.15, 66.39, 1100083.00
1078, 43.13, 67.01, 1100104.00
1079, 43.17, 67.09, 1100028.00
1079, 43.19, 67.03, 1100050.00
1080, 43.17, 66.99, 1099980.00
1081, 43.19, 66.97, 1099957.00
1082, 43.23, 66.85, 1099943.00
1083, 43.25, 66.85, 1100000.00
1084, 43.25, 66.55, 1099823.00
1084, 43.23, 66.01, 1099958.00
1085, 43.19, 65.99, 1100022.00
1086, 43.17, 65.93, 1100006.00
1087, 43.17, 65.89, 1099927.00
1088, 43.15, 65.99, 1099936.00
1089, 43.17, 65.89, 1100097.00
1089, 43.17, 65.73, 1100076.00
1090, 43.17, 65.75, 1100121.00
1091, 43.15, 65.75, 1100094.00
1092, 43.15, 65.63, 1100116.00
1093, 43.11, 65.59, 1100111.00
1094, 43.15, 65.47, 1100210.00
1094, 43.13, 65.43, 1100219.00
1095, 43.07, 65.45, 1100239.00
1096, 43.11, 65.43, 1100304.00
1097, 43.11, 65.23, 1100326.00
1098, 43.11, 65.29, 1100140.00
1099, 43.07, 65.19, 1100255.00
1099, 43.07, 65.09, 1100082.00
1100, 43.07, 65.21, 1100184.00
1101, 43.07, 65.19, 1100274.00
1102, 43.07, 65.05, 1100205.00
1103, 43.11, 65.05, 1100186.00
1104, 43.11, 65.05, 1100204.00
1104, 43.07, 65.07, 1100163.00
1105, 43.11, 65.01, 1100114.00
1106, 43.07, 64.93, 1100169.00
1107, 43.07, 64.61, 1100243.00
1108, 43.07, 64.77, 1100139.00
1109, 43.13, 64.97, 1100232.00
1109, 43.07, 64.61, 1100124.00
1110, 43.07, 64.33, 1100237.00
1111, 43.07, 64.29, 1100220.00
1112, 43.07, 64.31, 1100039.00
1113, 43.05, 64.29, 1100133.00
1114, 43.07, 64.21, 1100194.00
1114, 43.05, 64.05, 1100089.00
1115, 43.03, 63.93, 1100063.00
1116, 42.97, 63.99, 1100198.00
1117, 43.03, 64.21, 1100125.00
1118, 43.03, 63.97, 1100194.00
1119, 43.03, 63.85, 1100163.00
1119, 42.97, 63.65, 1100090.00
1120, 43.01, 63.61, 1100185.00
1121, 42.95, 63.45, 1100036.00
1122, 42.93, 63.57, 1100100.00
1123, 42.93, 63.77, 1100199.00
1124, 42.95, 63.73, 1100163.00
1125, 42.95, 63.75, 1100252.00
1125, 43.01, 63.75, 1100139.00
1126, 43.01, 63.57, 1100219.00
1127, 42.95, 63.41, 1100139.00
1128, 42.93, 63.49, 1100154.00
1129, 42.93, 63.61, 1100130.00
1130, 42.95, 63.51, 1100142.00
1130, 42.95, 63.49, 1100057.00
1131, 42.93, 63.15, 1100074.00
1132, 42.93, 62.95, 1100044.00
1133, 42.91, 62.91, 1100058.00
1134, 42.91, 62.59, 1099987.00
1135, 42.85, 62.55, 1099915.00
1135, 42.85, 62.51, 1100041.00
1136, 42.83, 62.63, 1099937.00
1137, 42.85, 62.69, 1099872.00
1138, 42.83, 62.91, 1099915.00
1139, 42.85, 62.91, 1099871.00
1140, 42.83, 62.73, 1099892.00
1140, 42.85, 62.71, 1099932.00
1141, 42.83, 62.73, 1099802.00
1142, 42.83, 62.85, 1099851.00
1143, 42.83, 62.41, 1099899.00
1144, 42.79, 62.27, 1099879.00
1145, 42.79, 62.25, 1099896.00
1145, 42.81, 62.21, 1099935.00
1146, 42.79, 62.25, 1099884.00
1147, 42.73, 62.09, 1099986.00
1148, 42.73, 62.01, 1099973.00
1149, 42.73, 61.93, 1099934.00
1150, 42.73, 61.95, 1099967.00
1150, 42.71, 61.95, 1099841.00
1151, 42.71, 62.05, 1099904.00
1152, 42.71, 62.07, 1100005.00
1153, 42.71, 62.11, 1100065.00
1154, 42.71, 62.17, 1100068.00
1155, 42.71, 62.05, 1099970.00
1155, 42.71, 61.83, 1100025.00
1156, 42.71, 61.49, 1100025.00
1157, 42.71, 61.83, 1100071.00
1158, 42.71, 61.71, 1100025.00
1159, 42.71, 61.71, 1100003.00
1160, 42.69, 61.61, 1099965.00
1160, 42.69, 61.65, 1100035.00
1161, 42.69, 61.47, 1099914.00
1162, 42.65, 60.89, 1100055.00
1163, 42.67, 61.59, 1099999.00
1164, 42.67, 61.47, 1100031.00
1165, 42.69, 61.21, 1099978.00
1165, 42.67, 61.27, 1099987.00
1166, 42.65, 60.77, 1099965.00
1167, 42.61, 60.59, 1099999.00
1168, 42.59, 60.51, 1100023.00
1169, 42.57, 60.47, 1099905.00
1170, 42.57, 60.63, 1099859.00
1170, 42.51, 60.65, 1099971.00
1171, 42.51, 60.55, 1099931.00
1172, 42.47, 60.59, 1099982.00
1173, 42.49, 60.35, 1099876.00
1174, 42.45, 60.23, 1099806.00
1175, 42.45, 60.19, 1099824.00
1175, 42.43, 60.19, 1099873.00
1176, 42.41, 60.19, 1099760.00
1177, 42.35, 60.09, 1099774.00
1178, 42.39, 60.35, 1099782.00
1179, 42.35, 60.73, 1099858.00
1180, 42.39, 60.69, 1099711.00
1181, 42.37, 60.57, 1099776.00
1181, 42.37, 60.19, 1099815.00
1182, 42.35, 59.89, 1099756.00
1183, 42.35, 60.09, 1099752.00
1184, 42.35, 59.87, 1099962.00
1185, 42.29, 59.87, 1099858.00
1186, 42.29, 59.85, 1099783.00
1186, 42.29, 59.87, 1099895.00
1187, 42.25, 59.91, 1099864.00
1188, 42.25, 59.91, 1099865.00
1189, 42.25, 59.97, 1099868.00
1190, 42.23, 59.77, 1099845.00
1191, 42.23, 59.59, 1099801.00
1191, 42.21, 59.61, 1099963.00
1192, 42.21, 59.45, 1099978.00
1193, 42.17, 59.51, 1099963.00
1194, 42.19, 59.51, 1099853.00
1195, 42.19, 59.33, 1099882.00
1196, 42.17, 59.37, 1099935.00
1196, 42.17, 59.33, 1100050.00
1197, 42.13, 59.25, 1100031.00
1198, 42.13, 59.15, 1099845.00
1199, 42.09, 59.09, 1099910.00
1200, 42.07, 59.23, 1099897.00
1201, 42.09, 59.27, 1099936.00
1201, 42.03, 59.01, 1099998.00
1202, 42.05, 58.97, 1099924.00
1203, 42.03, 59.03, 1099816.00
1204, 42.03, 59.17, 1099890.00
1205, 42.05, 59.29, 1099892.00
1206, 42.05, 59.17, 1100032.00
1206, 42.05, 58.97, 1099910.00
1207, 42.07, 58.83, 1099864.00
1208, 42.01, 58.85, 1099829.00
1209, 41.99, 58.77, 1099872.00
1210, 41.99, 58.65, 1099859.00
1211, 41.99, 58.71, 1099854.00
1211, 41.99, 58.73, 1099961.00
1212, 41.99, 58.91, 1099950.00
1213, 41.99, 58.75, 1099800.00
1214, 41.95, 58.53, 1099827.00
1215, 41.95, 58.37, 1099817.00
1216, 41.91, 58.31, 1099965.00
1216, 41.91, 58.31, 1099805.00
1217, 41.87, 58.31, 1099855.00
1218, 41.91, 58.23, 1099860.00
1219, 41.87, 58.05, 1099803.00
1220, 41.85, 57.91, 1099874.00
1221, 41.83, 58.07, 1099875.00
1221, 41.81, 58.09, 1099896.00
1222, 41.79, 58.15, 1099880.00
1223, 41.79, 58.23, 1099901.00
1224, 41.79, 58.45, 1099872.00
1225, 41.79, 58.33, 1099893.00
1226, 41.77, 58.23, 1099899.00
1226, 41.79, 58.19, 1099707.00
1227, 41.79, 57.89, 1099871.00
1228, 41.75, 57.65, 1099757.00
1229, 41.75, 57.61, 1099931.00
1230, 41.71, 57.55, 1099857.00
1231, 41.71, 57.59, 1099830.00
1232, 41.69, 57.55, 1099839.00
1232, 41.69, 57.57, 1099890.00
1233, 41.65, 57.61, 1099869.00
1234, 41.65, 57.45, 1099764.00
1235, 41.63, 57.37, 1099788.00
1236, 41.61, 57.43, 1099758.00
1237, 41.59, 57.37, 1099908.00
1237, 41.59, 57.39, 1099736.00
1238, 41.59, 57.33, 1099850.00
1239, 41.57, 57.21, 1099723.00
1240, 41.51, 57.19, 1099722.00
1241, 41.53, 57.09, 1099823.00
1242, 41.51, 57.31, 1099731.00
1242, 41.47, 57.37, 1099729.00
1243, 41.53, 57.21, 1099714.00
1244, 41.51, 57.17, 1099873.00
1245, 41.49, 57.05, 1099710.00
1246, 41.47, 57.07, 1099715.00
1247, 41.43, 56.77, 1099746.00
1247, 41.43, 56.73, 1099822.00
1248, 41.41, 56.91, 1099782.00
1249, 41.41, 57.13, 1099788.00
1250, 41.41, 56.95, 1099692.00
1251, 41.39, 56.83, 1099793.00
1252, 41.37, 56.83, 1099675.00
1252, 41.37, 56.91, 1099792.00
1253, 41.37, 56.87, 1099700.00
1254, 41.35, 56.71, 1099647.00
1255, 41.35, 56.53, 1099738.00
1256, 41.35, 56.43, 1099701.00
1257, 41.29, 56.67, 1099728.00
1257, 41.31, 56.91, 1099810.00
1258, 41.33, 56.67, 1099730.00
1259, 41.29, 56.67, 1099711.00
1260, 41.35, 56.79, 1099750.00
1261, 41.31, 56.63, 1099811.00
1262, 41.31, 56.41, 1099746.00
1262, 41.31, 56.21, 1099830.00
1263, 41.27, 56.15, 1099704.00
1264, 41.27, 56.17, 1099737.00
1265, 41.25, 56.13, 1099740.00
1266, 41.19, 56.09, 1099738.00
1267, 41.19, 56.11, 1099702.00
1267, 41.17, 56.15, 1099794.00
1268, 41.19, 56.15, 1099724.00
1269, 41.17, 56.17, 1099811.00
1270, 41.15, 56.33, 1099807.00
1271, 41.15, 56.17, 1099694.00
1272, 41.15, 56.07, 1099743.00
1272, 41.11, 55.91, 1099715.00
1273, 41.13, 55.91, 1099769.00
1274, 41.11, 56.01, 1099820.00
1275, 41.13, 55.87, 1099776.00
1276, 41.09, 55.97, 1099681.00
1277, 41.11, 55.85, 1099760.00
1277, 41.09, 55.85, 1099772.00
1278, 41.09, 55.79, 1099825.00
1279, 41.09, 55.79, 1099806.00
1280, 41.07, 55.65, 1099790.00
1281, 41.05, 55.65, 1099718.00
1282, 41.05, 55.57, 1099846.00
1283, 40.99, 55.53, 1099789.00
1283, 40.99, 55.49, 1099779.00
1284, 40.99, 55.45, 1099718.00
1285, 40.97, 55.53, 1099689.00
1286, 40.95, 55.63, 1099688.00
1287, 40.97, 55.57, 1099753.00
1288, 40.95, 55.51, 1099785.00
1288, 40.95, 55.67, 1099745.00
1289, 40.97, 55.61, 1099658.00
1290, 40.95, 55.47, 1099652.00
1291, 40.93, 55.41, 1099683.00
1292, 40.95, 55.43, 1099735.00
1293, 40.93, 55.29, 1099674.00
1293, 40.91, 55.17, 1099776.00
1294, 40.89, 55.17, 1099805.00
1295, 40.89, 55.09, 1099679.00
1296, 40.91, 55.25, 1099689.00
1297, 40.89, 55.23, 1099778.00
1298, 40.87, 55.07, 1099774.00
1298, 40.81, 54.87, 1099606.00
1299, 40.85, 54.77, 1099677.00
1300, 40.83, 54.77, 1099654.00
1301, 40.81, 54.71, 1099686.00
1302, 40.83, 54.77, 1099644.00
1303, 40.75, 54.81, 1099726.00
1303, 40.77, 54.89, 1099661.00
1304, 40.83, 54.81, 1099782.00
1305, 40.77, 54.73, 1099695.00
1306, 40.75, 54.61, 1099673.00
1307, 40.73, 54.67, 1099715.00
1308, 40.71, 54.71, 1099707.00
1308, 40.71, 54.71, 1099676.00
1309, 40.73, 54.79, 1099629.00
1310, 40.71, 54.77, 1099702.00
1311, 40.69, 54.73, 1099658.00
1312, 40.71, 54.67, 1099640.00
1313, 40.71, 54.45, 1099772.00
1313, 40.71, 54.39, 1099667.00
1314, 40.65, 54.35, 1099578.00
1315, 40.67, 54.39, 1099756.00
1316, 40.67, 54.43, 1099582.00
1317, 40.63, 54.37, 1099627.00
1318, 40.67, 54.35, 1099657.00
1318, 40.63, 54.27, 1099599.00
1319, 40.61, 54.15, 1099712.00
1320, 40.63, 54.27, 1099694.00
1321, 40.61, 54.19, 1099782.00
1322, 40.59, 54.09, 1099629.00
1323, 40.59, 54.01, 1099692.00
1323, 40.53, 53.89, 1099606.00
1324, 40.53, 54.01, 1099604.00
1325, 40.51, 53.81, 1099511.00
1326, 40.51, 53.81, 1099470.00
1327, 40.51, 53.99, 1099523.00
1328, 40.47, 53.79, 1099571.00
1328, 40.47, 53.73, 1099555.00
1329, 40.47, 53.81, 1099720.00
1330, 40.47, 53.85, 1099510.00
1331, 40.41, 53.67, 1099562.00
1332, 40.43, 53.67, 1099565.00
1333, 40.41, 53.67, 1099494.00
1334, 40.41, 53.71, 1099546.00
1334, 40.41, 53.67, 1099563.00
1335, 40.39, 53.67, 1099541.00
1336, 40.39, 53.55, 1099502.00
1337, 40.37, 53.53, 1099523.00
1338, 40.33, 53.59, 1099668.00
1339, 40.33, 53.65, 1099633.00
1339, 40.33, 53.81, 1099582.00
1340, 40.33, 53.69, 1099547.00
1341, 40.33, 53.51, 1099497.00
1342, 40.29, 53.41, 1099502.00
1343, 40.33, 53.45, 1099532.00
1344, 40.31, 53.39, 1099570.00
1344, 40.27, 53.31, 1099524.00
1345, 40.27, 53.17, 1099560.00
1346, 40.23, 53.25, 1099574.00
1347, 40.27, 53.39, 1099559.00
1348, 40.23, 53.33, 1099532.00
1349, 40.25, 53.31, 1099518.00
1349, 40.23, 53.37, 1099512.00
1350, 40.23, 53.39, 1099622.00
1351, 40.23, 53.21, 1099591.00
1352, 40.21, 53.21, 1099513.00
1353, 40.21, 53.09, 1099547.00
1354, 40.21, 53.15, 1099610.00
1354, 40.21, 53.13, 1099587.00
1355, 40.19, 52.87, 1099571.00
1356, 40.17, 52.81, 1099483.00
1357, 40.17, 52.99, 1099519.00
1358, 40.17, 52.77, 1099571.00
1359, 40.07, 52.73, 1099475.00
1359, 40.11, 53.01, 1099517.00
1360, 40.11, 53.09, 1099570.00
1361, 40.11, 53.03, 1099630.00
1362, 40.11, 52.93, 1099492.00
1363, 40.09, 52.75, 1099503.00
1364, 40.07, 52.71, 1099566.00
1364, 40.09, 52.81, 1099554.00
1365, 40.07, 52.71, 1099635.00
1366, 40.05, 52.67, 1099520.00
1367, 40.05, 52.53, 1099548.00
1368, 40.01, 52.59, 1099518.00
1369, 40.01, 52.67, 1099482.00
1369, 40.01, 52.45, 1099517.00
1370, 39.97, 52.33, 1099469.00
1371, 39.99, 52.33, 1099525.00
1372, 39.99, 52.27, 1099418.00
1373, 39.95, 52.27, 1099522.00
1374, 39.93, 52.23, 1099360.00
1374, 39.95, 52.19, 1099493.00
1375, 39.89, 52.27, 1099461.00
1376, 39.89, 52.33, 1099424.00
1377, 39.89, 52.35, 1099417.00
1378, 39.87, 52.33, 1099450.00
1379, 39.87, 52.49, 1099460.00
1379, 39.87, 52.49, 1099484.00
1380, 39.87, 52.27, 1099467.00
1381, 39.85, 52.23, 1099482.00
1382, 39.85, 52.33, 1099476.00
1383, 39.83, 52.33, 1099499.00
1384, 39.85, 52.37, 1099515.00
1384, 39.83, 52.23, 1099505.00
1385, 39.83, 52.19, 1099525.00
1386, 39.81, 52.03, 1099432.00
1387, 39.79, 51.99, 1099432.00
1388, 39.77, 52.03, 1099532.00
1389, 39.77, 52.09, 1099540.00
1390, 39.75, 52.03, 1099422.00
1390, 39.75, 51.97, 1099468.00
1391, 39.73, 51.95, 1099523.00
1392, 39.73, 52.03, 1099486.00
1393, 39.73, 51.93, 1099437.00
1394, 39.73, 51.83, 1099447.00
1395, 39.67, 51.89, 1099456.00
1395, 39.73, 52.33, 1099390.00
1396, 39.71, 52.09, 1099494.00
1397, 39.67, 51.77, 1099416.00
1398, 39.67, 51.67, 1099414.00
1399, 39.67, 51.69, 1099473.00
1400, 39.65, 51.63, 1099519.00
1400, 39.65, 51.63, 1099477.00
1401, 39.63, 51.49, 1099454.00
1402, 39.63, 51.53, 1099598.00
1403, 39.61, 51.51, 1099484.00
1404, 39.61, 51.49, 1099434.00
1405, 39.57, 51.33, 1099426.00
1405, 39.55, 51.35, 1099403.00
1406, 39.53, 51.43, 1099539.00
1407, 39.53, 51.47, 1099423.00
1408, 39.55, 51.47, 1099431.00
1409, 39.53, 51.37, 1099424.00
1410, 39.53, 51.33, 1099395.00
1410, 39.49, 51.33, 1099493.00
1411, 39.49, 51.43, 1099407.00
1412, 39.49, 51.43, 1099520.00
1413, 39.51, 51.39, 1099398.00
1414, 39.45, 51.35, 1099448.00
1415, 39.51, 51.47, 1099416.00
1415, 39.45, 51.33, 1099465.00
1416, 39.45, 51.35, 1099521.00
1417, 39.49, 51.33, 1099485.00
1418, 39.45, 51.33, 1099429.00
1419, 39.43, 51.17, 1099603.00
1420, 39.43, 51.19, 1099503.00
1420, 39.41, 51.33, 1099510.00
1421, 39.43, 51.17, 1099450.00
1422, 39.43, 51.11, 1099531.00
1423, 39.41, 51.07, 1099399.00
1424, 39.41, 50.89, 1099461.00
1425, 39.39, 50.79, 1099319.00
1425, 39.39, 50.87, 1099442.00
1426, 39.33, 50.91, 1099412.00
1427, 39.35, 50.95, 1099291.00
1428, 39.33, 50.87, 1099362.00
1429, 39.35, 50.77, 1099360.00
1430, 39.31, 50.73, 1099432.00
1430, 39.33, 50.63, 1099427.00
1431, 39.33, 50.79, 1099521.00
1432, 39.31, 50.69, 1099361.00
1433, 39.27, 50.61, 1099458.00
1434, 39.29, 50.53, 1099402.00
1435, 39.29, 50.73, 1099317.00
1435, 39.27, 50.65, 1099369.00
1436, 39.23, 50.63, 1099378.00
1437, 39.23, 50.77, 1099449.00
1438, 39.23, 50.79, 1099445.00
1439, 39.29, 50.67, 1099320.00
1440, 39.23, 50.53, 1099385.00
1441, 39.27, 50.39, 1099455.00
1441, 39.19, 50.33, 1099302.00
1442, 39.19, 50.31, 1099299.00
1443, 39.17, 50.33, 1099431.00
1444, 39.17, 50.35, 1099334.00
1445, 39.17, 50.33, 1099304.00
1446, 39.17, 50.37, 1099448.00
1446, 39.17, 50.23, 1099314.00
1447, 39.15, 50.31, 1099261.00
1448, 39.11, 50.35, 1099397.00
1449, 39.13, 50.13, 1099371.00
1450, 39.11, 50.15, 1099526.00
1451, 39.11, 50.23, 1099467.00
1451, 39.09, 50.11, 1099484.00
1452, 39.11, 50.07, 1099426.00
1453, 39.09, 49.97, 1099389.00
1454, 39.07, 49.93, 1099370.00
1455, 39.07, 49.93, 1099262.00
1456, 39.07, 49.99, 1099446.00
1456, 39.01, 49.93, 1099286.00
1457, 39.07, 49.83, 1099362.00
1458, 39.01, 49.91, 1099523.00
1459, 39.01, 49.93, 1099403.00
1460, 39.05, 50.01, 1099387.00
1461, 39.01, 49.91, 1099458.00
1461, 38.99, 49.83, 1099385.00
1462, 39.01, 49.97, 1099286.00
1463, 38.97, 49.81, 1099418.00
1464, 38.99, 49.73, 1099428.00
1465, 38.95, 49.79, 1099345.00
1466, 38.95, 49.93, 1099458.00
1466, 38.95, 50.01, 1099361.00
1467, 38.95, 49.87, 1099299.00
1468, 38.95, 49.73, 1099331.00
1469, 38.95, 49.65, 1099506.00
1470, 38.93, 49.71, 1099434.00
1471, 38.95, 49.61, 1099360.00
1471, 38.95, 49.77, 1099406.00
1472, 38.95, 49.59, 1099295.00
1473, 38.91, 49.51, 1099446.00
1474, 38.95, 49.49, 1099348.00
1475, 38.91, 49.59, 1099405.00
1476, 38.91, 49.55, 1099327.00
1476, 38.89, 49.49, 1099405.00
1477, 38.89, 49.59, 1099348.00
1478, 38.89, 49.65, 1099255.00
1479, 38.89, 49.55, 1099371.00
1480, 38.87, 49.51, 1099321.00
1481, 38.87, 49.41, 1099342.00
1481, 38.89, 49.33, 1099311.00
1482, 38.87, 49.45, 1099359.00
1483, 38.89, 49.31, 1099349.00
1484, 38.85, 49.29, 1099328.00
1485, 38.83, 49.25, 1099412.00
1486, 38.83, 49.19, 1099349.00
1486, 38.83, 49.25, 1099321.00
1487, 38.79, 49.31, 1099344.00
1488, 38.79, 49.25, 1099352.00
1489, 38.77, 49.19, 1099234.00
1490, 38.83, 49.17, 1099324.00
1491, 38.83, 49.07, 1099230.00
1492, 38.77, 48.97, 1099314.00
1492, 38.77, 49.03, 1099261.00
1493, 38.79, 49.17, 1099338.00
1494, 38.77, 49.07, 1099309.00
1495, 38.75, 48.97, 1099291.00
1496, 38.75, 49.01, 1099421.00
1497, 38.79, 49.17, 1099282.00
1497, 38.73, 48.93, 1099328.00
1498, 38.75, 48.77, 1099281.00
1499, 38.73, 48.91, 1099319.00
1500, 38.71, 48.87, 1099208.00
1501, 38.73, 48.61, 1099269.00
1502, 38.71, 48.63, 1099277.00
1502, 38.69, 48.61, 1099236.00
1503, 38.65, 48.55, 1099346.00
1504, 38.65, 48.55, 1099223.00
1505, 38.65, 48.49, 1098656.00
1506, 38.65, 48.47, 1099014.00
1507, 38.57, 48.25, 1102763.00
1507, 38.57, 48.37, 1099332.00
1508, 38.57, 48.55, 1099265.00
1509, 38.55, 48.65, 1099326.00
1510, 38.57, 48.61, 1099217.00
1511, 38.55, 48.75, 1099308.00
1512, 38.57, 48.51, 1099349.00
1512, 38.55, 48.49, 1099355.00
1513, 38.53, 48.31, 1099247.00
1514, 38.53, 48.29, 1099216.00
1515, 38.51, 48.39, 1099235.00
1516, 38.53, 48.31, 1099153.00
1517, 38.49, 48.29, 1099236.00
1517, 38.49, 48.31, 1099216.00
1518, 38.47, 48.35, 1099278.00
1519, 38.49, 48.25, 1099233.00
1520, 38.47, 48.25, 1099291.00
1521, 38.45, 48.27, 1099196.00
1522, 38.43, 48.15, 1099262.00
1522, 38.43, 48.11, 1099309.00
1523, 38.43, 48.05, 1099345.00
1524, 38.43, 47.97, 1099207.00
1525, 38.39, 47.97, 1099311.00
1526, 38.39, 48.01, 1099226.00
1527, 38.39, 48.11, 1099189.00
1527, 38.41, 48.13, 1099221.00
1528, 38.35, 48.17, 1099204.00
1529, 38.39, 48.13, 1099366.00
1530, 38.35, 47.99, 1099382.00
1531, 38.33, 48.01, 1099315.00
1532, 38.33, 48.01, 1099282.00
1532, 38.35, 48.01, 1099291.00
1533, 38.33, 48.13, 1099320.00
1534, 38.35, 48.17, 1099364.00
1535, 38.33, 47.91, 1099359.00
1536, 38.31, 47.77, 1099233.00
1537, 38.29, 47.73, 1099260.00
1537, 38.31, 47.91, 1099375.00
1538, 38.29, 47.89, 1099288.00
1539, 38.29, 47.85, 1099312.00
1540, 38.29, 47.87, 1099354.00
1541, 38.27, 47.89, 1099199.00
1542, 38.29, 47.75, 1099235.00
1543, 38.27, 47.73, 1099292.00
1543, 38.25, 47.57, 1099178.00
1544, 38.25, 47.75, 1099225.00
1545, 38.25, 47.63, 1099357.00
1546, 38.25, 47.57, 1099344.00
1547, 38.23, 47.81, 1099301.00
1548, 38.23, 47.93, 1099245.00
1548, 38.21, 47.77, 1099410.00
1549, 38.23, 47.67, 1099254.00
1550, 38.21, 47.41, 1099294.00
1551, 38.23, 47.31, 1099253.00
1552, 38.19, 47.35, 1099174.00
1553, 38.19, 47.33, 1099222.00
1553, 38.17, 47.27, 1099245.00
1554, 38.13, 47.35, 1099240.00
1555, 38.09, 47.27, 1099341.00
1556, 38.09, 47.57, 1099156.00
1557, 38.09, 47.47, 1099268.00
1558, 38.13, 47.45, 1099252.00
1558, 38.09, 47.27, 1099194.00
1559, 38.09, 47.23, 1099159.00
1560, 38.09, 47.47, 1099170.00
1561, 38.11, 47.61, 1099290.00
1562, 38.09, 47.47, 1099293.00
1563, 38.09, 47.55, 1099399.00
1563, 38.09, 47.61, 1099273.00
1564, 38.09, 47.47, 1099247.00
1565, 38.09, 47.53, 1099233.00
1566, 38.11, 47.39, 1099335.00
1567, 38.09, 47.43, 1099196.00
1568, 38.11, 47.41, 1099314.00
1568, 38.11, 47.17, 1099259.00
1569, 38.09, 47.19, 1099410.00
1570, 38.07, 47.17, 1099324.00
1571, 38.07, 47.15, 1099267.00
1572, 38.09, 47.11, 1099366.00
1573, 38.05, 47.11, 1099354.00
1573, 38.09, 47.17, 1099290.00
1574, 38.05, 47.33, 1099243.00
1575, 38.07, 47.29, 1099280.00
1576, 38.07, 47.11, 1099365.00
1577, 38.07, 47.07, 1099290.00
1578, 38.03, 46.83, 1099366.00
1578, 38.03, 46.69, 1099287.00
1579, 38.03, 46.85, 1099320.00
1580, 38.01, 46.85, 1099298.00
1581, 38.01, 47.07, 1099352.00
1582, 37.99, 46.95, 1099220.00
1583, 38.01, 46.65, 1099245.00
1583, 37.99, 46.95, 1099253.00
1584, 37.99, 47.03, 1099290.00
1585, 37.97, 47.03, 1099299.00
1586, 37.97, 46.79, 1099253.00
1587, 37.99, 46.95, 1099242.00
1588, 37.97, 46.83, 1099231.00
1588, 37.97, 46.85, 1099272.00
1589, 37.97, 46.87, 1099284.00
1590, 37.97, 46.73, 1099140.00
1591, 37.93, 46.71, 1099291.00
1592, 37.93, 46.73, 1099273.00
1593, 37.93, 46.71, 1099263.00
1593, 37.89, 46.69, 1099239.00
1594, 37.89, 46.61, 1099334.00
1595, 37.89, 46.57, 1099241.00
1596, 37.87, 46.53, 1099335.00
1597, 37.89, 46.53, 1099202.00
1598, 37.85, 46.45, 1099363.00
1599, 37.87, 46.47, 1099240.00
